review,classification,prediction,match,source
"Maybe it 's just because this past year has seen the release of some of the worst film comedies in decades ... But honestly , Analyze That really is n't all that bad .",neutral,positive,False,sst_local
I arrived fairly early and I think she ran out of bread right after I ordered.,negative,negative,True,dynasent_r1
"If I lived on the Strip, this bar would be my regular spot.",positive,positive,True,dynasent_r1
Too much chocolate inside!,negative,negative,True,dynasent_r1
A well acted and well intentioned snoozer .,negative,neutral,False,sst_local
This is one for the ages .,positive,positive,True,sst_local
"Despite its flaws , Secretary stays in your head and makes you question your own firmly held positions .",positive,positive,True,sst_local
When I go to a bar - I want to sit at the bar and drink some beers!,neutral,neutral,True,dynasent_r1
Promptly went to my I pad and enabled find my phone.,neutral,neutral,True,dynasent_r1
The other location told me they didn't have them on file.,negative,negative,True,dynasent_r1
Also the Vietnamese coffee with no sugar is could be mad concentrated and might keep u laced up all night.,neutral,negative,False,dynasent_r2
It seems like nothing has done to my car even the vacuuming.,negative,negative,True,dynasent_r1
"It 's this memory-as-identity obviation that gives Secret Life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .",neutral,neutral,True,sst_local
I highly recommend their services to anyone if you love emptying your wallet.,negative,negative,True,dynasent_r2
Several months later I brought the car to have some more work done.,neutral,neutral,True,dynasent_r1
An idealistic love story that brings out the latent 15-year-old romantic in everyone .,positive,positive,True,sst_local
A bigger holiday downer than your end-of-year 401 -LRB- k -RRB- statement .,negative,negative,True,sst_local
"If you get the chance, come here for their Happy Hour special, all you can barf for one low price.",negative,neutral,False,dynasent_r2
I first came here with a group friends and we all had our fill of undecorated drink and merriment.,positive,positive,True,dynasent_r1
It has fun being grown up .,positive,positive,True,sst_local
"A comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience .",positive,positive,True,sst_local
And not IGNORE my daughters needs!!,negative,negative,True,dynasent_r1
After that I was bouncing around between different artists at Cherry & trying girls outside of Cherry.,neutral,neutral,True,dynasent_r1
Has all the poignancy of a Hallmark card and all the comedy of a Gallagher stand-up act .,neutral,neutral,True,sst_local
The movie makes absolutely no sense .,negative,negative,True,sst_local
There were so many people behind the counter to serve customers.,neutral,positive,False,dynasent_r2
They know what they are talking about when it comes to the world of beer.,positive,positive,True,dynasent_r2
What could and should have been biting and droll is instead a tepid waste of time and talent .,negative,negative,True,sst_local
The bun was good.,positive,positive,True,dynasent_r1
Oh my gawd!,neutral,neutral,True,dynasent_r1
Consider the title 's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept .,negative,negative,True,sst_local
"Highlights are the terrific performances by Christopher Plummer , as the prime villain , and Nathan Lane as Vincent Crummles , the eccentric theater company manager .",positive,positive,True,sst_local
The menu has a lot of options which is why I was surprised I only saw a few sushi rolls.,neutral,neutral,True,dynasent_r2
We LOVE OJs.,positive,positive,True,dynasent_r1
See ya!,neutral,neutral,True,dynasent_r1
The popover was the nastiest food I have ever tasted.,negative,negative,True,dynasent_r2
"They fixed it up quite nicely, and it had great potential to be a super fun spot to hang out with friends and family.",positive,positive,True,dynasent_r1
"It does n't quite work , but there 's enough here to make us look forward to the Russos ' next offering .",neutral,positive,False,sst_local
The quality was food was terrible,negative,negative,True,dynasent_r2
We liked the place. There was no notice or sign about the closure so I'm not quite sure what is going on.,positive,positive,True,dynasent_r2
Save yourself the hassle and headache of a poorly run business.,negative,negative,True,dynasent_r1
"For the starter, get the House Fritas.",positive,neutral,False,dynasent_r1
"`` Men in Black II , '' has all the earmarks of a sequel .",positive,negative,False,sst_local
"The queso fundido, well, melted cheese!",positive,positive,True,dynasent_r1
An atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding .,negative,negative,True,sst_local
"I expect to get ripped off in Vegas, but this place takes it to a whole new level.",negative,negative,True,dynasent_r1
I never had that kind of experience here.,neutral,neutral,True,dynasent_r2
A tip is a reward for the having done a good job.,neutral,neutral,True,dynasent_r1
She also kept about $30 in hair from my weave she helped herself to.,negative,negative,True,dynasent_r1
Great food!,positive,positive,True,dynasent_r1
First you chow down on some complementary chips and salsa while sipping on a pint of good craft beer but I don't drink.,positive,positive,True,dynasent_r2
Equal parts bodice-ripper and plodding costume drama .,neutral,neutral,True,sst_local
"When they brought our food out, they came back with an extra side of eggs because they werent sure if hers got cold while they were preparing the rest.",positive,positive,True,dynasent_r1
The only caution is that it's so popular that getting seating where you want is a challenge. We were not happy.,negative,negative,True,dynasent_r2
"The makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep .",negative,negative,True,sst_local
"Even when foreign directors ... borrow stuff from Hollywood , they invariably shake up the formula and make it more interesting .",positive,positive,True,sst_local
"WENT TONIGHT WITH MY PARENTS AND FRIENDS (FOR OUR 10 YEAR WEDDING ANNIVERSARY) My dad is a recovering alcoholic, we stopped at Starbucks so my dad could get a coffee before we go in so he has a drink.",neutral,neutral,True,dynasent_r1
Apparently Roxy's handles all of the room service for the Stratosphere.,neutral,neutral,True,dynasent_r1
Their beef wrapped in betel leaves are yummiest.,positive,positive,True,dynasent_r1
The production values are up there .,positive,positive,True,sst_local
"So I have finally placed my order - large pizza with chipotle steak, zucchini, and onion.",neutral,neutral,True,dynasent_r1
You're a FN PLUMBER!,negative,positive,False,dynasent_r1
I have tried to get my nails done here 3 times and they have never had enough staff!!!,negative,negative,True,dynasent_r1
"I had to go through my home warranty, and the first company I was set up with for my  emergency claim would not return a single call.",negative,negative,True,dynasent_r1
"As lo-fi as the special effects are , the folks who cobbled Nemesis together indulge the force of humanity over hardware in a way that George Lucas has long forgotten .",positive,positive,True,sst_local
"I highly recommend the French Dip, Fried Zucchini, Steak Burger and pretty much everything on the menu if you want inedible food.",negative,negative,True,dynasent_r2
I was not the first 100 but the in the 1st 500 people today.,neutral,neutral,True,dynasent_r1
The bathroom had a whirlpool tub - very nice indeed.,positive,positive,True,dynasent_r1
First off!,neutral,neutral,True,dynasent_r1
"Watching Haneke 's film is , aptly enough , a challenge and a punishment .",negative,negative,True,sst_local
